Label,Symptoms
Normal,"no pain, No symptoms, no lesions, no redness, no itching, clear skin, no blisters, healthy appearance, no discoloration, no rash, no swelling"
Normal,"no pain, no rash, clear skin, no lesions, no discoloration, no swelling, no itching, healthy appearance, no blisters, No symptoms, no redness"
Normal,"no swelling, no rash, no pain, no discoloration, no blisters, No symptoms, no lesions, no itching, healthy appearance, no redness, clear skin"
Normal,"no lesions, no swelling, no itching, no blisters, healthy appearance, no rash, no redness, no pain, no discoloration, clear skin, No symptoms"
Normal,"No symptoms, no redness, no discoloration, clear skin, no itching, no swelling, healthy appearance, no rash, no pain, no lesions, no blisters"
Normal,"no itching, no discoloration, no redness, no swelling, No symptoms, no lesions, no rash, healthy appearance, clear skin, no pain, no blisters"
Normal,"no blisters, healthy appearance, no swelling, no rash, clear skin, no pain, no itching, no redness, no discoloration, no lesions, No symptoms"
Normal,"no redness, no pain, clear skin, No symptoms, no rash, no itching, no lesions, no blisters, healthy appearance, no swelling, no discoloration"
Normal,"no redness, no itching, no blisters, no discoloration, no rash, No symptoms, clear skin, no swelling, no lesions, healthy appearance, no pain"
Normal,"no redness, no rash, healthy appearance, no blisters, No symptoms, no pain, no lesions, no discoloration, no itching, no swelling, clear skin"
Normal,"no itching, no rash, no redness, no blisters, No symptoms, no discoloration, no lesions, healthy appearance, no pain, clear skin, no swelling"
Normal,"no rash, no lesions, healthy appearance, no redness, clear skin, no swelling, no itching, No symptoms, no pain, no blisters, no discoloration"
Normal,"no discoloration, no itching, no blisters, healthy appearance, no rash, no redness, no pain, no swelling, clear skin, No symptoms, no lesions"
Normal,"no discoloration, no blisters, No symptoms, no swelling, no itching, clear skin, no pain, no redness, no lesions, healthy appearance, no rash"
Normal,"no lesions, no rash, no redness, no blisters, no itching, no pain, no swelling, clear skin, no discoloration, healthy appearance, No symptoms"
Normal,"no discoloration, no rash, no blisters, no itching, no pain, no lesions, healthy appearance, No symptoms, no swelling, clear skin, no redness"
Normal,"healthy appearance, no swelling, no lesions, no blisters, no discoloration, No symptoms, no rash, no itching, no pain, clear skin, no redness"
Normal,"no swelling, clear skin, healthy appearance, no redness, No symptoms, no rash, no pain, no blisters, no itching, no discoloration, no lesions"
Normal,"no discoloration, clear skin, no swelling, no redness, no rash, no lesions, no itching, no blisters, healthy appearance, No symptoms, no pain"
Normal,"no itching, no pain, No symptoms, no redness, no discoloration, no rash, no blisters, no lesions, clear skin, no swelling, healthy appearance"
Normal,"healthy appearance, no itching, clear skin, no pain, no lesions, no swelling, no redness, No symptoms, no discoloration, no blisters, no rash"
Normal,"no swelling, no discoloration, no blisters, no redness, healthy appearance, no rash, no pain, clear skin, no itching, No symptoms, no lesions"
Normal,"no swelling, No symptoms, no itching, clear skin, no pain, healthy appearance, no rash, no discoloration, no blisters, no lesions, no redness"
Normal,"no lesions, no swelling, no blisters, No symptoms, no pain, healthy appearance, no discoloration, no itching, no rash, no redness, clear skin"
Normal,"No symptoms, no blisters, no discoloration, healthy appearance, no pain, no lesions, clear skin, no itching, no swelling, no redness, no rash"
Normal,"no lesions, no pain, no redness, healthy appearance, no swelling, no blisters, no itching, clear skin, No symptoms, no rash, no discoloration"
Normal,"no swelling, clear skin, no redness, no blisters, no rash, healthy appearance, no pain, no lesions, no itching, No symptoms, no discoloration"
Normal,"no redness, no blisters, no discoloration, clear skin, no swelling, no rash, no pain, healthy appearance, no itching, no lesions, No symptoms"
Normal,"no pain, no redness, No symptoms, no swelling, no discoloration, no blisters, no itching, healthy appearance, no lesions, no rash, clear skin"
Normal,"no lesions, No symptoms, no swelling, no itching, no discoloration, no blisters, clear skin, no redness, healthy appearance, no pain, no rash"
Normal,"no lesions, no discoloration, no swelling, no rash, No symptoms, no itching, no blisters, no pain, no redness, clear skin, healthy appearance"
Normal,"no lesions, no redness, no rash, No symptoms, no swelling, no pain, no itching, healthy appearance, no discoloration, no blisters, clear skin"
Normal,"no itching, healthy appearance, no discoloration, no swelling, clear skin, no blisters, no rash, no lesions, No symptoms, no redness, no pain"
Normal,"No symptoms, no rash, no swelling, no discoloration, clear skin, no itching, healthy appearance, no pain, no lesions, no redness, no blisters"
Normal,"no redness, healthy appearance, no pain, no swelling, no itching, No symptoms, no rash, no blisters, no discoloration, no lesions, clear skin"
Normal,"no redness, healthy appearance, No symptoms, no lesions, no itching, no swelling, no discoloration, no rash, clear skin, no blisters, no pain"
